"Patient_ID","Age","Gender","Year","Genetic_Risk","Air_Pollution","Alcohol_Use","Smoking","Obesity_Level","Cancer_Type","Cancer_Stage","Treatment_Cost_USD","Survival_Years","Target_Severity_Score","Gender_n","Stage_n","City","Country","diagnostico","Dieta_rica_en_grasas_animales","Sedentarismo","Diabetes_tipo_2","Antecedentes_Familiares","Componente_Hereditario","Sindromes_Predisponentes","Enfermedad_Inflamatoria_Intestinal","FOBT_Resultado_n","FOBT_Resultado..Sangre.en.heces.","CEA_Level_ng_mL..Marcador.Tumoral.","nombre","apellido1","apellido2","altura_cm","peso_kg","dni","nuss"
"PT0003624",45,"Male",2019,3,4.8,5.4,0.1,1.4,"Colon","Stage II",75541.81,9.3,2.78,0,2,"Barcelona","Spain",0,0,0,0,0,0,0,0,0,"Negative",1.77,"Juan","Sanchez","Gomez",165.5,55.1,"43893756G","086027410621"
"PT0003645",44,"Other",2021,9.4,9.8,2.6,9.4,9.4,"Colon","Stage I",99849.88,6.1,6.56,2,1,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",9.8,"Carmen","Martinez","Lopez",188.5,87.8,"77136885Z","084099290794"
"PT0003652",48,"Male",2023,0.7,6.8,1.5,5.7,5.6,"Colon","Stage IV",96801.81,9.5,3.15,0,4,"Barcelona","Spain",0,0,0,0,0,0,0,0,0,"Negative",1.32,"Juan","Sanchez","Garcia",187.3,83.9,"84029857R","087012706208"
"PT0003659",30,"Other",2024,5.5,0.7,8.7,0.6,0.8,"Colon","Stage I",62885.71,0.4,3.45,2,1,"Barcelona","Spain",0,0,0,0,0,0,0,0,1,"Positive",3.48,"Laura","Lopez","Garcia",169.2,69.3,"34765582R","083675140716"
"PT0003670",25,"Other",2018,9.7,1.2,8.4,0.3,7.6,"Colon","Stage 0",65277.78,2.6,4.89,2,0,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",5.45,"Ana","Lopez","Gomez",186.5,91.4,"42669120A","088576796852"
"PT0003680",86,"Other",2020,4.5,1.2,4.1,1.7,6,"Colon","Stage 0",93136.83,3.5,2.77,2,0,"Barcelona","Spain",0,0,1,1,0,0,0,0,0,"Negative",2.21,"Carmen","Martinez","Martinez",151.4,64.5,"58987874G","085147135419"
"PT0003687",81,"Male",2019,6,0.8,4.2,3.6,3.9,"Colon","Stage III",24330.51,5.5,4.57,0,3,"Barcelona","Spain",1,1,0,0,0,0,0,0,1,"Positive",5.22,"Carlos","Garcia","Lopez",163.4,56.8,"83705502S","087004982176"
"PT0003695",50,"Female",2017,4.1,8,5.8,2.5,7.2,"Colon","Stage I",48540.33,3,5.14,1,1,"Barcelona","Spain",1,0,1,0,1,0,0,0,1,"Positive",9.06,"Maria","Perez","Sanchez",165,58.6,"57766860Z","082696519840"
"PT0003696",80,"Male",2017,9,0,1.9,8.3,6.5,"Colon","Stage IV",77381.76,0.2,4.85,0,4,"Barcelona","Spain",1,1,1,0,0,0,0,0,0,"Negative",11.03,"Carlos","Gomez","Lopez",176.1,70.8,"88318953B","088452799429"
"PT0003698",44,"Other",2015,3.1,6.7,1.1,0.3,6.2,"Colon","Stage 0",86023.23,6.9,2.75,2,0,"Barcelona","Spain",0,0,0,0,0,0,0,0,1,"Positive",2.86,"Elena","Gomez","Lopez",154.4,56,"44817264Q","089089315651"
"PT0003703",81,"Male",2017,7.7,5.6,3.5,1.5,6.2,"Colon","Stage II",38909.76,8.3,5.05,0,2,"Barcelona","Spain",1,0,1,1,0,1,0,0,1,"Positive",9.47,"Carlos","Gomez","Martinez",203.8,98.4,"79174474X","087042053960"
"PT0003704",58,"Male",2023,0.6,7.1,10,0.9,4.4,"Colon","Stage 0",75805.22,6.1,3.79,0,0,"Barcelona","Spain",0,0,1,1,1,0,0,0,0,"Negative",1.92,"David","Lopez","Sanchez",174,67.1,"98735407H","083894936450"
"PT0003708",48,"Female",2016,0.3,4.7,9,5.9,6.6,"Colon","Stage II",87966.58,7.5,4.2,1,2,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",4.01,"Carmen","Martinez","Martinez",175,60.3,"26788256H","086646716922"
"PT0003710",28,"Male",2019,8.4,6.7,5,0.2,3,"Colon","Stage III",89882.99,0.8,3.98,0,3,"Barcelona","Spain",0,0,0,0,0,0,0,0,0,"Negative",0.1,"Pedro","Martinez","Sanchez",153.2,61.4,"39287614A","083576187578"
"PT0003715",35,"Other",2016,8.7,9.4,6.5,1.3,1.4,"Colon","Stage 0",29543.62,3,5.93,2,0,"Barcelona","Spain",1,0,0,1,1,0,0,0,1,"Positive",15.88,"Ana","Garcia","Lopez",157.9,64.2,"75631219C","085694389413"
"PT0003716",22,"Male",2016,7.5,5.8,9.8,0.4,9.2,"Colon","Stage II",14719.82,4.9,6.55,0,2,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",8.47,"Javier","Perez","Sanchez",209.5,66.5,"11287251R","085019225559"
"PT0003725",30,"Male",2022,8.6,4.4,0.6,7.6,1.2,"Colon","Stage 0",53410.83,8.7,5.04,0,0,"Barcelona","Spain",1,0,0,1,0,0,0,0,1,"Positive",12.4,"Carlos","Sanchez","Gomez",177.7,89.3,"25712753H","085576869869"
"PT0003729",78,"Male",2019,1.3,3.9,7.5,7.9,4.4,"Colon","Stage I",28027.24,5.6,5.43,0,1,"Barcelona","Spain",1,1,0,0,0,0,0,0,1,"Positive",9.19,"Pedro","Lopez","Perez",166.8,46.7,"30471702Z","087942514458"
"PT0003742",81,"Other",2017,4.5,7.8,6.2,7.2,6.5,"Colon","Stage II",87322.92,4.4,5.34,2,2,"Barcelona","Spain",1,1,1,1,0,0,0,0,1,"Positive",7.91,"Laura","Lopez","Garcia",146.8,60.5,"20390532C","082066943158"
"PT0003754",46,"Other",2024,1.2,0.8,5.4,8.1,4.4,"Colon","Stage II",38615.69,4.2,4.46,2,2,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",10.44,"Ana","Gomez","Gomez",167.1,61.3,"44546584T","084823003855"
"PT0003755",26,"Male",2018,4.7,6.3,7.6,1.8,4.2,"Colon","Stage II",45331.03,7.5,4.9,0,2,"Barcelona","Spain",1,1,1,0,0,0,0,0,1,"Positive",6.12,"Luis","Martinez","Perez",186.9,70.2,"92260740N","083494245820"
"PT0003759",42,"Male",2020,8.9,3.2,9.1,8,1.4,"Colon","Stage 0",75966.33,6.8,5.85,0,0,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",2.44,"Carlos","Perez","Garcia",197.9,82.9,"16599860R","086471957577"
"PT0003763",27,"Male",2019,0.5,0.5,6.7,2,9.3,"Colon","Stage 0",61711.86,4.3,3.28,0,0,"Barcelona","Spain",0,0,1,0,0,0,0,0,0,"Negative",2.58,"Javier","Martinez","Gomez",140.5,69.7,"69941053P","088231207676"
"PT0003765",56,"Male",2017,8.9,7,6.5,3.3,8.3,"Colon","Stage III",47006.32,2.3,6.35,0,3,"Barcelona","Spain",1,1,1,1,0,0,0,0,0,"Negative",7.83,"Javier","Lopez","Sanchez",187.5,86,"33112693F","086823957342"
"PT0003771",24,"Female",2020,5.2,4.3,8.1,3.4,3.1,"Colon","Stage I",79589.53,5.2,4.3,1,1,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",9.9,"Maria","Lopez","Lopez",171.3,79.7,"43437186F","089541376370"
"PT0003777",75,"Female",2022,0.3,5.7,6.2,2.1,4.1,"Colon","Stage 0",46616.98,7.9,3.74,1,0,"Barcelona","Spain",0,1,1,0,0,0,0,0,0,"Negative",1.49,"Lucia","Perez","Martinez",180.4,95.7,"32632011W","085697646185"
"PT0003785",67,"Other",2017,3.4,9.8,5.8,1.3,3.1,"Colon","Stage II",71427.54,10,4.16,2,2,"Barcelona","Spain",1,0,0,0,0,0,1,0,1,"Positive",5.8,"Carmen","Garcia","Lopez",168.9,49.9,"61169131X","087260955274"
"PT0003820",62,"Male",2017,0.7,6,0.2,5.9,8.3,"Colon","Stage IV",62511.54,5.9,3.83,0,4,"Barcelona","Spain",0,0,0,0,1,1,0,1,0,"Negative",2.15,"Juan","Perez","Garcia",160.5,81.4,"12310757F","083646546833"
"PT0003821",85,"Female",2015,9.4,4.8,7.7,6.8,1.7,"Colon","Stage III",13074.05,3.8,7.02,1,3,"Barcelona","Spain",1,1,0,0,0,0,0,0,1,"Positive",6.27,"Laura","Martinez","Gomez",143.9,43.9,"10614805Y","088214196910"
"PT0003822",80,"Female",2015,2.5,1.6,3.8,8.8,8,"Colon","Stage II",81021.75,8.2,4.25,1,2,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",3.36,"Lucia","Perez","Lopez",169.2,56.3,"38519701Z","083975903663"
"PT0003833",78,"Other",2019,4.9,4.2,2.3,0.8,2.4,"Colon","Stage III",33467.67,4.5,3.69,2,3,"Barcelona","Spain",0,0,0,0,0,0,0,0,1,"Positive",2.65,"Ana","Garcia","Garcia",189.6,43.6,"38825887R","081732207878"
"PT0003835",70,"Male",2024,0.2,9.5,6.3,4.4,9.7,"Colon","Stage III",99591.2,9.3,4.27,0,3,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",7.01,"Luis","Perez","Lopez",175.3,67.8,"68764042E","089735824691"
"PT0003839",23,"Other",2017,5.9,10,0.9,9.1,5.4,"Colon","Stage 0",17560.04,6.1,6.82,2,0,"Barcelona","Spain",1,0,1,0,0,0,1,0,1,"Positive",11.5,"Laura","Garcia","Perez",144.6,41.7,"72249247Z","081328616443"
"PT0003841",57,"Male",2019,8.2,7.2,8.9,5.6,8.4,"Colon","Stage 0",48353.5,3.5,7.05,0,0,"Barcelona","Spain",1,0,1,0,1,0,0,0,1,"Positive",8.06,"Luis","Lopez","Garcia",213.9,93.6,"67777281F","088678190750"
"PT0003844",51,"Other",2019,6,2.2,2.8,5,1,"Colon","Stage IV",64017.93,7.5,3.77,2,4,"Barcelona","Spain",0,0,0,0,1,0,0,0,0,"Negative",2.76,"Carmen","Lopez","Sanchez",185.4,58,"66654663L","084732173156"
"PT0003860",23,"Female",2021,9.1,7.9,8.2,3,6.6,"Colon","Stage I",80702.71,1.3,5.88,1,1,"Barcelona","Spain",1,0,1,1,1,0,0,0,1,"Positive",12.76,"Carmen","Garcia","Martinez",150,67.5,"86103456N","087379719246"
"PT0003864",66,"Female",2024,4.5,5.2,1,7.1,7.1,"Colon","Stage II",14639.84,3.5,5.67,1,2,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",5.34,"Lucia","Garcia","Lopez",146.9,48,"69490144Z","084363512835"
"PT0003884",85,"Male",2023,5.3,5.4,4.3,3.3,0.8,"Colon","Stage 0",36237.64,10,4.53,0,0,"Barcelona","Spain",1,1,1,1,0,0,0,0,1,"Positive",0.1,"Pedro","Sanchez","Lopez",212.2,59,"59671355V","081056840732"
"PT0003885",55,"Female",2022,1.9,6.2,1.3,3.9,1.7,"Colon","Stage I",17801.5,8,4.1,1,1,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",7.91,"Ana","Garcia","Garcia",157.3,77.7,"43080598B","089488035161"
"PT0003903",75,"Other",2024,8.2,9.7,3.8,1.8,5.8,"Colon","Stage 0",79450.41,7.4,5.02,2,0,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",12.73,"Laura","Lopez","Martinez",172.4,70.7,"51818859C","086326081301"
"PT0003907",54,"Male",2021,8.3,2.8,8.9,3.7,5.7,"Colon","Stage I",46222.75,6.9,5.8,0,1,"Barcelona","Spain",1,0,0,1,1,0,0,0,1,"Positive",9.02,"Pedro","Garcia","Lopez",172.3,65.1,"25603628M","081200909980"
"PT0003915",68,"Other",2017,9.4,1.2,5.9,2.5,3.6,"Colon","Stage III",43447.96,8.9,4.94,2,3,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",4,"Lucia","Perez","Gomez",155.8,53.6,"38549226F","081173770087"
"PT0003920",38,"Other",2022,5.1,0.3,7.1,9.6,5.9,"Colon","Stage IV",23503.18,9.5,6.17,2,4,"Barcelona","Spain",1,1,0,0,0,0,0,0,1,"Positive",4.34,"Carmen","Gomez","Garcia",141.8,98.3,"98765628V","081651989080"
"PT0003922",69,"Female",2019,10,6.6,4.4,8,2.4,"Colon","Stage 0",31246.62,3.4,6.87,1,0,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",12.78,"Laura","Gomez","Gomez",135.9,27.9,"69996392D","086280485136"
"PT0003932",56,"Female",2023,8.6,7.3,4.2,3.2,5.2,"Colon","Stage III",29488.74,7.5,6.02,1,3,"Barcelona","Spain",1,1,1,1,0,0,0,0,1,"Positive",5.77,"Laura","Perez","Sanchez",165,42.2,"60117355R","085803335769"
"PT0003933",59,"Other",2020,1.3,0.1,8.7,7.4,1.6,"Colon","Stage II",90655.32,5,3.41,2,2,"Barcelona","Spain",0,1,1,0,0,0,0,0,0,"Negative",2.18,"Lucia","Sanchez","Garcia",167.2,87,"34707597E","085243338504"
"PT0003937",30,"Male",2019,9.2,6.5,0.9,7.6,5.2,"Colon","Stage II",75860.28,7.1,5.47,0,2,"Barcelona","Spain",1,1,1,0,1,0,0,0,1,"Positive",3.66,"Javier","Gomez","Garcia",172.7,75.5,"62756883A","089920653444"
"PT0003938",83,"Male",2020,0.7,6.5,4.1,4.2,9.7,"Colon","Stage I",94250.18,8.4,3.65,0,1,"Barcelona","Spain",0,0,0,0,0,0,0,0,0,"Negative",3.04,"Luis","Perez","Sanchez",173.1,73.7,"73332176B","084675621550"
"PT0003939",27,"Other",2022,4.7,7.5,4.7,0.2,9.4,"Colon","Stage IV",16129.99,0.2,5.43,2,4,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",13.56,"Maria","Lopez","Perez",172.5,30.4,"10657688V","081959713294"
"PT0003944",47,"Female",2018,2.2,7.5,8.5,10,6.2,"Colon","Stage IV",66819.26,1,6.12,1,4,"Barcelona","Spain",1,0,1,1,1,0,0,0,1,"Positive",11.01,"Lucia","Lopez","Lopez",167.6,75.5,"73803298R","081616764138"
"PT0003950",23,"Other",2024,7.5,7.2,4.4,9.2,3.7,"Colon","Stage III",27596.15,7.9,6.9,2,3,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",8.76,"Elena","Martinez","Perez",132.7,63.2,"30316941C","083335289593"
"PT0003954",21,"Other",2019,3.4,9.4,9.1,2.9,5.9,"Colon","Stage II",59001.27,0.7,5.44,2,2,"Barcelona","Spain",1,0,1,0,1,0,0,0,1,"Positive",18.08,"Lucia","Martinez","Gomez",159.3,69.8,"12511568M","086862005085"
"PT0003961",29,"Female",2017,7.1,5.7,5.8,3.3,7.6,"Colon","Stage I",63872.45,6.7,5.29,1,1,"Barcelona","Spain",1,1,1,0,0,0,0,0,1,"Positive",10.51,"Laura","Gomez","Garcia",177,70,"68721751M","082131252239"
"PT0003966",81,"Male",2020,7.4,6.2,4.3,9.5,0.1,"Colon","Stage II",61601.52,4.1,5.73,0,2,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",19.36,"Pedro","Garcia","Lopez",184,73.1,"77042511D","089411981606"
"PT0003969",76,"Other",2016,1.4,7.2,2.4,6.6,2.2,"Colon","Stage 0",76735.6,2.6,3.73,2,0,"Barcelona","Spain",0,1,0,1,0,0,0,0,0,"Negative",1.01,"Laura","Garcia","Sanchez",140.1,69.9,"45440080S","087375435684"
"PT0003974",41,"Other",2019,2,3.2,6.4,5.9,8.9,"Colon","Stage 0",18745.17,9,5.54,2,0,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",8.36,"Laura","Lopez","Martinez",173.4,109.2,"51419032W","089026481475"
"PT0003986",28,"Male",2021,1.7,0.7,5.3,0.5,5.2,"Colon","Stage III",33373.04,1.9,3.19,0,3,"Barcelona","Spain",0,0,0,0,0,0,0,0,0,"Negative",4.2,"Carlos","Perez","Perez",148.5,81.8,"99743229A","088930558882"
"PT0003987",59,"Other",2021,8.7,1.2,7.2,4.6,5.1,"Colon","Stage 0",73669.54,7.4,4.96,2,0,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",8.8,"Lucia","Sanchez","Perez",150.1,55.9,"23835384R","089381689011"
"PT0004006",23,"Male",2023,7,3.9,6.5,3.3,0,"Colon","Stage I",47928.84,3.5,4.66,0,1,"Barcelona","Spain",1,0,1,1,0,0,0,0,1,"Positive",7.54,"David","Sanchez","Gomez",168.6,54.3,"86061665N","088256427575"
"PT0004009",51,"Female",2022,8.7,2.8,9.5,1.6,1.2,"Colon","Stage III",73348.46,2,4.56,1,3,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",20.78,"Elena","Martinez","Sanchez",148.9,62.4,"39684119B","082889369176"
"PT0004014",86,"Female",2015,3.3,5.5,3.4,8.6,5,"Colon","Stage I",88875.1,6.4,4.44,1,1,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",7.41,"Lucia","Perez","Perez",158.8,62.9,"37055544Z","084625100213"
"PT0004033",50,"Other",2022,8.9,8,5.7,6.4,4.9,"Colon","Stage IV",70474.95,4.2,6.2,2,4,"Barcelona","Spain",1,0,1,0,1,0,0,0,1,"Positive",12.85,"Ana","Sanchez","Perez",145,62.2,"91042246N","089264820276"
"PT0004034",41,"Other",2024,3.2,4.6,9,1.6,1.4,"Colon","Stage II",70231.44,7.5,3.74,2,2,"Barcelona","Spain",0,0,0,0,0,0,0,0,0,"Negative",5.11,"Ana","Gomez","Garcia",181.2,66.8,"28786350X","088523222237"
"PT0004049",65,"Male",2020,3.9,7.9,5.6,3.8,0.4,"Colon","Stage IV",44294.18,9.3,4.72,0,4,"Barcelona","Spain",1,0,1,0,1,0,0,0,1,"Positive",10.95,"Javier","Garcia","Gomez",178.5,103.1,"45380784J","082825949465"
"PT0004051",78,"Other",2021,9.7,9.9,0,9.1,3.2,"Colon","Stage I",89751.17,7.9,5.77,2,1,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",9.75,"Lucia","Lopez","Perez",180.8,83.6,"47647925K","088381466740"
"PT0004054",58,"Other",2015,7.5,7.6,2.6,4.5,6.5,"Colon","Stage II",67251.26,9.2,5.23,2,2,"Barcelona","Spain",1,0,1,0,0,0,1,0,1,"Positive",10.18,"Carmen","Sanchez","Martinez",191.2,56.2,"78488371C","089549204371"
"PT0004057",35,"Male",2022,1.8,0,4.1,3.6,8.3,"Colon","Stage I",96457.23,0.2,2.6,0,1,"Barcelona","Spain",0,0,0,1,1,0,0,0,0,"Negative",2.08,"Luis","Perez","Sanchez",185.5,86.2,"69932917Z","081765955491"
"PT0004062",32,"Female",2022,6.1,5.3,2.7,3.8,6.3,"Colon","Stage 0",70333.72,4,4.4,1,0,"Barcelona","Spain",1,1,0,0,0,0,0,0,1,"Positive",1.62,"Ana","Martinez","Lopez",152,54.7,"63658453L","081977996885"
"PT0004093",36,"Female",2018,8.4,1.1,0.5,5,9.3,"Colon","Stage IV",16735.42,7.8,5.52,1,4,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",12.02,"Carmen","Gomez","Lopez",180.7,50,"91070043W","081557799757"
"PT0004094",51,"Female",2020,3.2,5.5,1,4.4,0.7,"Colon","Stage II",24769.25,6.2,4.07,1,2,"Barcelona","Spain",1,1,0,0,0,0,0,0,1,"Positive",0.9,"Elena","Martinez","Gomez",173.7,58.4,"93877874Q","087231579129"
"PT0004096",42,"Other",2018,3.9,6.3,8.5,8.1,8.5,"Colon","Stage IV",15569.77,9.4,7.16,2,4,"Barcelona","Spain",1,1,1,0,0,0,0,0,1,"Positive",14.24,"Laura","Perez","Gomez",150.8,53.6,"84360932Z","086682709679"
"PT0004104",30,"Female",2023,8.4,7.5,7.2,3.7,6.7,"Colon","Stage I",42502.44,9.9,6.44,1,1,"Barcelona","Spain",1,0,0,1,0,0,0,0,1,"Positive",10.56,"Lucia","Sanchez","Sanchez",178.9,65.5,"67352098W","084770420862"
"PT0004122",77,"Male",2021,7.8,6.1,2.2,5.1,7.4,"Colon","Stage III",96897.08,3,4.63,0,3,"Barcelona","Spain",1,1,1,0,0,0,0,0,0,"Negative",9.53,"Luis","Garcia","Perez",200.9,79.3,"94839743W","081935173005"
"PT0004123",32,"Other",2018,7.3,8.5,5.5,7.3,6.7,"Colon","Stage III",89650.1,6.9,5.9,2,3,"Barcelona","Spain",1,0,1,1,0,0,0,0,0,"Negative",8.59,"Elena","Gomez","Lopez",158.8,87.6,"93621224T","083718846185"
"PT0004130",47,"Female",2017,4.3,6.4,4.3,0.4,0.4,"Colon","Stage IV",90536.39,8.4,2.77,1,4,"Barcelona","Spain",0,0,0,0,0,0,0,0,0,"Negative",2.33,"Carmen","Gomez","Garcia",154.6,51.5,"58268330S","084283034662"
"PT0004140",35,"Female",2018,3.2,7.9,1.3,4,1.4,"Colon","Stage IV",85325.67,6.7,3.25,1,4,"Barcelona","Spain",0,0,1,1,0,0,0,0,0,"Negative",2.31,"Laura","Gomez","Lopez",158.8,79.2,"98466498W","085795046212"
"PT0004165",69,"Other",2015,9.3,1.9,3.3,1.6,3.9,"Colon","Stage 0",14689.32,0.4,5.06,2,0,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",2.33,"Elena","Perez","Perez",172.4,66.7,"65839231Y","084447614259"
"PT0004172",49,"Other",2020,2.2,4,1.4,9.4,0.3,"Colon","Stage III",60838.46,2.3,3.94,2,3,"Barcelona","Spain",0,0,0,0,0,0,0,0,0,"Negative",3.22,"Elena","Sanchez","Garcia",171,71.5,"79189074M","085665395709"
"PT0004174",40,"Other",2022,8.2,1.4,7.4,7.7,2.1,"Colon","Stage III",39883.54,2.1,5.91,2,3,"Barcelona","Spain",1,0,0,0,1,0,0,0,1,"Positive",10.81,"Maria","Martinez","Martinez",175.2,31.2,"70760269X","085162974307"
"PT0004175",68,"Male",2022,1.1,1.6,8.7,7.7,8.8,"Colon","Stage II",31786.3,2.4,5.55,0,2,"Barcelona","Spain",1,1,1,0,0,0,0,0,1,"Positive",8.46,"Luis","Lopez","Sanchez",145.9,61.5,"31171011P","083021695970"
"PT0004178",34,"Female",2019,6.1,8,8.6,3.3,6.8,"Colon","Stage I",65795.43,8.4,5.73,1,1,"Barcelona","Spain",1,0,1,1,0,0,0,0,0,"Negative",6.03,"Elena","Sanchez","Garcia",206.5,61.5,"76432833S","085740055494"
"PT0004183",24,"Male",2024,9.5,0.5,0.9,1.2,3.1,"Colon","Stage IV",62255.26,4.4,3.41,0,4,"Barcelona","Spain",0,1,0,1,0,0,0,0,0,"Negative",1.03,"David","Sanchez","Sanchez",150.7,84.4,"14573196M","083809352845"
"PT0004193",29,"Male",2021,1.6,5.8,8.1,8.3,3.3,"Colon","Stage I",63595.8,6.1,5.12,0,1,"Barcelona","Spain",1,1,1,0,0,0,0,0,1,"Positive",4.49,"Javier","Sanchez","Sanchez",172.9,41.1,"84399147A","084529648876"
"PT0004198",72,"Other",2022,4,9.1,6.5,4.8,8.6,"Colon","Stage I",99720.57,8.3,4.97,2,1,"Barcelona","Spain",1,0,0,1,0,0,0,0,1,"Positive",10.44,"Laura","Lopez","Garcia",147.5,56.8,"26022882S","081250393623"
"PT0004203",88,"Female",2017,5.8,9.3,5.6,0.8,3.9,"Colon","Stage II",61758.31,0.7,4.71,1,2,"Barcelona","Spain",1,0,1,1,0,0,0,0,1,"Positive",5.13,"Lucia","Perez","Gomez",173.7,65.4,"75078860Y","083700906239"
"PT0004208",70,"Other",2019,8.4,3.5,6.7,8.3,5.9,"Colon","Stage III",90184.97,7.6,5.66,2,3,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",7.82,"Ana","Martinez","Gomez",165.3,78,"37288332L","084201325094"
"PT0004209",49,"Other",2021,1.8,7.5,0.3,4.1,7.2,"Colon","Stage IV",40911.61,5.2,4.25,2,4,"Barcelona","Spain",1,0,1,1,0,0,0,0,1,"Positive",10.37,"Ana","Garcia","Martinez",166.5,41.1,"18054096Q","088738946601"
"PT0004210",30,"Female",2018,7.3,9,8.5,5,0.9,"Colon","Stage III",70238.36,4.4,5.77,1,3,"Barcelona","Spain",1,1,0,0,0,0,0,0,1,"Positive",5.98,"Lucia","Gomez","Sanchez",169.4,61.5,"64648470R","083461706259"
"PT0004215",73,"Male",2015,0.6,3.5,4.1,5.8,0.4,"Colon","Stage 0",37943.23,8.7,3.7,0,0,"Barcelona","Spain",0,0,0,1,0,1,0,0,0,"Negative",1.2,"Pedro","Garcia","Lopez",186.9,49.6,"96606126P","089316698001"
"PT0004218",53,"Female",2022,7.6,1.5,6.6,2.8,7.4,"Colon","Stage III",83541.67,1,4.36,1,3,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",7.95,"Elena","Perez","Martinez",148.3,64.4,"96702697W","082760356550"
"PT0004227",82,"Male",2023,5.2,2.8,5.1,9.2,4.7,"Colon","Stage 0",90464.72,0.9,4.73,0,0,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",9.52,"David","Perez","Lopez",154.1,43.7,"29676327W","085599303444"
"PT0004231",41,"Other",2019,7.4,4.4,3.3,8.6,8.2,"Colon","Stage 0",80329.26,3,5.57,2,0,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",13.9,"Carmen","Garcia","Lopez",193.6,46.6,"39222170V","082512774861"
"PT0004233",27,"Other",2018,3.3,2.4,5.1,8.4,3,"Colon","Stage II",55938.8,2.7,4.65,2,2,"Barcelona","Spain",1,0,1,0,0,0,1,0,1,"Positive",6.71,"Maria","Gomez","Sanchez",157.1,96.9,"54957557T","089355360985"
"PT0004250",50,"Female",2015,1.9,3.7,7.4,5.2,3.1,"Colon","Stage 0",55728.61,0,4.28,1,0,"Barcelona","Spain",1,0,1,0,0,0,1,0,1,"Positive",11.38,"Laura","Lopez","Sanchez",158.2,60.6,"55300434Q","087631628044"
"PT0004260",66,"Other",2024,1,2.7,4.9,0.1,6,"Colon","Stage IV",61568.08,8,2.73,2,4,"Barcelona","Spain",0,0,1,0,0,0,1,0,0,"Negative",1.21,"Carmen","Gomez","Martinez",179.4,67.1,"45101524L","089622581033"
"PT0004263",25,"Other",2017,1,0.5,6.2,7.8,0.2,"Colon","Stage 0",34981.92,4.6,4.09,2,0,"Barcelona","Spain",1,0,0,1,0,0,0,0,1,"Positive",9.56,"Laura","Gomez","Gomez",165.2,52.3,"59206972G","088362076945"
"PT0004265",78,"Female",2016,3.4,3.8,2.9,5.7,4.4,"Colon","Stage IV",85272.1,5.6,3.56,1,4,"Barcelona","Spain",0,0,0,0,0,0,0,0,0,"Negative",2.64,"Ana","Garcia","Lopez",152.5,71.5,"54732900F","089211907685"
"PT0004273",63,"Female",2022,8.8,0.3,2.6,4.6,5.3,"Colon","Stage IV",64486.35,9.4,4.36,1,4,"Barcelona","Spain",1,1,0,0,0,0,0,0,1,"Positive",14.67,"Maria","Perez","Garcia",174.4,66.6,"43267218D","083491001976"
"PT0004279",38,"Female",2015,8.9,10,8.3,3.1,3.8,"Colon","Stage III",86403.44,9.3,5.8,1,3,"Barcelona","Spain",1,0,1,0,1,0,0,0,1,"Positive",8.78,"Lucia","Garcia","Martinez",144,43.8,"32990901T","086286181965"
"PT0004281",54,"Female",2015,0.9,5.4,1.9,7.2,0.3,"Colon","Stage III",30763.3,2.8,4.13,1,3,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",11.21,"Carmen","Sanchez","Lopez",179.9,51.8,"63026203Q","081281509809"
"PT0004283",67,"Female",2017,7.5,8.6,2.3,1.9,3.5,"Colon","Stage III",76839.45,7.4,4.33,1,3,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",6.21,"Maria","Garcia","Lopez",153.8,69,"87734812R","088084851349"
